Distribuidora;Codigo;Descripcion;Margen
ARNOIA;I65;PILES EDITORIAL;0.00
ARNOIA;P08;PILOT;0.00
ARNOIA;H22;PINTAR PINTAR;0.00
ARNOIA;G74;PINTO & CHINTO;0.00
ARNOIA;K22;PIPER EDITORIAL;0.00
ARNOIA;311;PIRAMIDE;0.00
ARNOIA;M32;PIRINEO;0.00
ARNOIA;266;PIRUETA EDITORIAL;0.00
ARNOIA;L90;PLACE DES VICTOIRES;0.00
ARNOIA;O58;PLAN B;0.00
ARNOIA;F15;PLANET;0.00
ARNOIA;430;PLANETA;0.00
ARNOIA;A85;PLANETA;0.00
ARNOIA;C84;PLANETA AGOSTINI;0.00
ARNOIA;J92;PLANETA BRAZIL;0.00
ARNOIA;B12;PLANETA INFANTIL;0.00
ARNOIA;942;PLATA;0.00
ARNOIA;H70;PLATAFORMA;0.00
ARNOIA;244;PLATAFORMA EDITORIAL;0.00
ARNOIA;R01;PLATANO;0.00
ARNOIA;E88;PLATEA;0.00
ARNOIA;L81;PLATEA EDICIONES;0.00
ARNOIA;O09;PLAY ACTITUDE;0.00
ARNOIA;O05;PLAYA DE AKABA;0.00
ARNOIA;975;PLAZA Y VALDES;0.00
ARNOIA;A34;PLEYADES;0.00
ARNOIA;I93;PNL;0.00
ARNOIA;R09;POBRE LOBO;0.00
ARNOIA;212;POCHE;0.00
ARNOIA;J37;POEBOOKS;0.00
ARNOIA;L23;POESIA SEÑOR HIDALGO;0.00
ARNOIA;J95;POINTS;0.00
ARNOIA;L98;POINTS;0.00
ARNOIA;752;POL;0.00
ARNOIA;149;POLEMICA;0.00
ARNOIA;C91;POLIEDRO;0.00
ARNOIA;994;POLIFEMO;0.00
ARNOIA;C02;POLIGRAFA;0.00
ARNOIA;Q17;PONCIANES EDICIONES;0.00
ARNOIA;864;PONENT / MON;0.00
ARNOIA;918;PONS;0.00
ARNOIA;342;POPULAR;0.00
ARNOIA;D13;PORCIA EDICIONES;0.00
ARNOIA;A86;PORTIC;0.00
ARNOIA;K41;PORTO EDITORA;0.00
ARNOIA;481;POSITIVAS;0.00
ARNOIA;P27;POST  -IT;0.00
ARNOIA;P94;POST  -IT;0.00
ARNOIA;905;POSTERMIL;0.00
ARNOIA;997;POTRUS/ARAZONIA;0.00
ARNOIA;475;PPC;0.00
ARNOIA;P88;PRAGER;0.00
ARNOIA;B29;PRAXIS;0.00
ARNOIA;C71;PRE  -TEXTOS;0.00
ARNOIA;544;PRENSA IBERICA;0.00
ARNOIA;E43;PRENSAS UNIV.ZARAGOZA;0.00
ARNOIA;E92;PRENSAS UNIVERSITARIAS;0.00
ARNOIA;171;PRENTICE;0.00
ARNOIA;O23;PRESENÇA;0.00
ARNOIA;O10;PRESENCIA EDICIONES;0.00
ARNOIA;223;PRESSES DE LA CITE;0.00
ARNOIA;235;PRESSES POCKET;0.00
ARNOIA;L35;PRESSES POCKET;0.00
ARNOIA;O51;PRIME BOOKS;0.00
ARNOIA;832;PRIMERA PERSONA;0.00
ARNOIA;J99;PRINCETON;0.00
ARNOIA;D63;PRINCIPAL;0.00
ARNOIA;B75;PRINCIPAL DE LOS LIBROS;0.00
ARNOIA;O12;PRINCIPIA;0.00
ARNOIA;P10;PRITT;0.00
ARNOIA;P85;PRITT;0.00
ARNOIA;A69;PROA EDICIONS;0.00
ARNOIA;I74;PRODIDACTA;0.00
ARNOIA;C54;PROFIT;0.00
ARNOIA;I58;PROMOLIBRO;0.00
ARNOIA;E90;PROMOPRESS;0.00
ARNOIA;E04;PROMOTORA GENERAL ESTURIDIOS;0.00
ARNOIA;F66;PROMOTORA PRENSA;0.00
ARNOIA;H71;PROTEUS;0.00
ARNOIA;B70;PROTEUS;0.00
ARNOIA;J36;PROTOCOLO EDICIONES;0.00
ARNOIA;516;PROXECTO SECULO 21;0.00
ARNOIA;P09;PRYSE;0.00
ARNOIA;H27;PUBLI CORINTI;0.00
ARNOIA;Y67;PUBLINDUSTRIA (IBD);0.00
ARNOIA;921;PUCK;0.00
ARNOIA;868;PUERTO NORTE SUR;0.00
ARNOIA;230;PUG;0.00
ARNOIA;I49;PULP BOOKS;0.00
ARNOIA;C64;PULP BOOKS;0.00
ARNOIA;M98;PUNTO EN BOCA;0.00
ARNOIA;H19;PUNTO GUE;0.00
ARNOIA;654;PUNTO LECTURA;0.00
ARNOIA;M99;PUNTO ROJO;0.00
ARNOIA;Y76;PUNTO ROJO (IBD);0.00
ARNOIA;B50;QUADERNS CREMA;0.00
ARNOIA;L09;QUALEA;0.00
ARNOIA;648;QUALIA;0.00
ARNOIA;E66;QUARENTENA EDICIONES;0.00
ARNOIA;885;QUATERNI;0.00
ARNOIA;H79;QUERALT EDICIONS, S.L.;0.00
ARNOIA;B97;QUERALT SEGUI;0.00
ARNOIA;30;QUERCETTI;0.00
ARNOIA;X15;QUERCETTI;0.00
ARNOIA;J29;QUERQUS;0.00
ARNOIA;M71;QUETZAL;0.00
ARNOIA;M76;QUID JURIS EDIÇOES;0.00
ARNOIA;Q26;QUINTA ESSENCIA;0.00
ARNOIA;F41;QUORUM;0.00
ARNOIA;M36;QVE;0.00
ARNOIA;C04;RA  -MA;0.00
ARNOIA;YA2;RA  -MA;0.00
ARNOIA;E94;RAFAEL DALMAU;0.00
ARNOIA;L69;RAICES;0.00
ARNOIA;786;RAIMA EDICIONS;0.00
ARNOIA;H74;RANDOM HOUSE;0.00
ARNOIA;O49;RASCHE;0.00
ARNOIA;H72;RAYO VERDE;0.00
ARNOIA;E47;RAYO VERDE;0.00
ARNOIA;673;RBA;0.00
ARNOIA;F92;RC LIBROS;0.00
ARNOIA;Q67;READY BOOKS;0.00
ARNOIA;738;REAL ACADEMIA ESPAÑOLA (RAE);0.00
ARNOIA;Y37;REAL ACADEMIA GALEGA;0.00
ARNOIA;216;REAL ACADEMIA GALEGA (RAG);0.00
ARNOIA;I17;REAL MUSICAL;0.00
ARNOIA;H21;REDELIBROS;0.00
ARNOIA;930;REDITAR;0.00
ARNOIA;G24;REGIONAL DE EXTREMADURA;0.00
ARNOIA;476;REINO DE CORDELIA;0.00
ARNOIA;46;REINO DE REDONDA;0.00
ARNOIA;839;RENACIMIENTO;0.00
ARNOIA;K94;RENE ALBERT EDITIONS;0.00
ARNOIA;P82;RENOLIT HISPANIA;0.00
ARNOIA;L02;REPLICAÇAO;0.00
ARNOIA;Q31;RESERVOIR BOOKS;0.00
ARNOIA;I43;RESIDENCIA DE ESTUDIANTES;0.00
ARNOIA;O32;RETRANCA EDICIONS;0.00
ARNOIA;F65;REUS;0.00
ARNOIA;414;REVERTE;0.00
ARNOIA;J77;REVETLLAT;0.00
ARNOIA;L38;REVISTA LUZES;0.00
ARNOIA;285;REY LEAR;0.00
ARNOIA;Y32;RFE EDITORA;0.00
ARNOIA;C28;RIALP;0.00
ARNOIA;34;RICHMOND;0.00
ARNOIA;375;RICHMOND;0.00
ARNOIA;H49;RIDGEN;0.00
ARNOIA;Y54;RIL EDITORES;0.00
ARNOIA;773;RINOCERONTE EDITORA S.L.;0.00
ARNOIA;F18;RIPANO;0.00
ARNOIA;192;RISCK;0.00
ARNOIA;L40;RIZZOLI;0.00
ARNOIA;976;RM VERLAG;0.00
ARNOIA;Q85;ROADS PUBLISHING;0.00
ARNOIA;47;ROBINBOOK EDICIONES;0.00
ARNOIA;736;ROCA EDITORIAL;0.00
ARNOIA;M01;ROCABOLSILLO;0.00
ARNOIA;Q79;RODALE PRESS;0.00
ARNOIA;252;RODEIRA;0.00
ARNOIA;K11;RODENO;0.00
ARNOIA;Y88;RODIO EDICIONES;0.00
ARNOIA;893;ROM EDITORS;0.00
ARNOIA;F33;ROMANA EDITORIAL;0.00
ARNOIA;972;ROMPECABEZAS;0.00
ARNOIA;A18;ROSA CUBICA;0.00
ARNOIA;A64;ROSA VENTS;0.00
ARNOIA;116;ROSALJAI;0.00
ARNOIA;A35;ROSEL;0.00
ARNOIA;M73;ROSSELL;0.00
ARNOIA;101;ROUTLEDGE;0.00
ARNOIA;386;RUBIO;0.00
ARNOIA;I10;RUBRICA EDITORIAL;0.00
ARNOIA;H08;RUDOLF STEINER;0.00
ARNOIA;Y74;RUIZ DE ALOZA EDITORES (IBD);0.00
ARNOIA;H98;RUMBO SUR;0.00
ARNOIA;O25;RUNNING EXPRESS;0.00
ARNOIA;Q83;RUSTIKA EDICIONES;0.00
ARNOIA;Y60;SA EDITORA;0.00
ARNOIA;P15;SADIPAL;0.00
ARNOIA;B47;SAFEL (IBERSAF EDITORES);0.00
ARNOIA;P06;SAFTA;0.00
ARNOIA;889;SAGA EDITORIAL;0.00
ARNOIA;D36;SAGARMATA;0.00
ARNOIA;980;SAJALIN;0.00
ARNOIA;O94;SAKRILEG;0.00
ARNOIA;114;SALAMANDRA;0.00
ARNOIA;961;SALDAÑA;0.00
ARNOIA;471;SALDO;0.00
ARNOIA;I66;SALIX;0.00
ARNOIA;754;SALSA BOOKS;0.00
ARNOIA;B33;SALTERRAE;0.00
ARNOIA;568;SALTO DE PAGINA;0.00
ARNOIA;Y96;SALUD Y CIENCIA (IBD);0.00
ARNOIA;340;SALVAT;0.00
ARNOIA;C81;SALVATELLA;0.00
ARNOIA;P22;SAM;0.00
ARNOIA;O98;SAMIR;0.00
ARNOIA;R14;SAN ESTEBAN;0.00
ARNOIA;J51;SAN MILLAN DE LA COGOLLA;0.00
ARNOIA;M31;SAN ROMAN;0.00
ARNOIA;198;SANDOVAL EDICIONES;0.00
ARNOIA;I64;SANSY;0.00
ARNOIA;31;SANTILLANA;0.00
ARNOIA;418;SANTILLANA;0.00
ARNOIA;M48;SANTILLANA  -DIDIER;0.00
ARNOIA;Y86;SAPERE AUDE (IBD);0.00
ARNOIA;I54;SAPIENS;0.00
ARNOIA;H95;SARIÑENA EDITORIAL;0.00
ARNOIA;L93;SATORI EDICIONES;0.00
ARNOIA;G78;SAUNDERS;0.00
ARNOIA;871;SAYMON;0.00
ARNOIA;O52;SC LIBRO;0.00
ARNOIA;775;SCHOLASTIC;0.00
ARNOIA;K89;SCHOLASTIC;0.00
ARNOIA;D95;SCHOLASTIC SANTILLANA;0.00
ARNOIA;Q09;SCHUBERT  -VERLAG;0.00
ARNOIA;P28;SCOTCH;0.00
ARNOIA;P93;SCOTCH;0.00
ARNOIA;802;SCOTT;0.00
ARNOIA;L71;SD COMICS;0.00
ARNOIA;B25;SD EDICIONS;0.00
ARNOIA;234;SDM DE EDICIONES;0.00
ARNOIA;292;SEIX BARRAL EDICIONES;0.00
ARNOIA;A32;SEKOTIA;0.00
ARNOIA;K21;SELEER;0.00
ARNOIA;K20;SELF  -REALIZATION FELLOWSHIP;0.00
ARNOIA;O75;SELLERIO EDITORE;0.00
ARNOIA;A38;SELLO EDITORIAL;0.00
ARNOIA;P71;SELVI;0.00
ARNOIA;O72;SEMBRA LLIBRES;0.00
ARNOIA;I90;SENECA;0.00
ARNOIA;P67;SENFORT;0.00
ARNOIA;H03;SEPHA;0.00
ARNOIA;D03;SEPTEM EDICIONES;0.00
ARNOIA;A09;SEQUITUR;0.00
ARNOIA;474;SERBAL;0.00
ARNOIA;257;SERBAL;0.00
ARNOIA;L65;SERGIO JACQUE;0.00
ARNOIA;D91;SERONDA;0.00
ARNOIA;770;SERRES;0.00
ARNOIA;K26;SERVET;0.00
ARNOIA;O16;SETE MARES;0.00
ARNOIA;210;SEUIL;0.00
ARNOIA;M69;SEXTANTE EDITORA;0.00
ARNOIA;884;SEXTO PISO;0.00
ARNOIA;920;SGAE;0.00
ARNOIA;751;SGEL;0.00
ARNOIA;337;SHALOTT EDITORIAL;0.00
ARNOIA;L04;SHANGAI PEOPLE'S PUBLISING;0.00
ARNOIA;O41;SHOTWORDS TRANSMEDIA;0.00
ARNOIA;Y92;SHOTWORDS TRANSMEDIA (IBD);0.00
ARNOIA;K55;SI  -BEMOL;0.00
ARNOIA;314;SIAL EDICIONES S.L.;0.00
ARNOIA;I40;SIBERIA;0.00
ARNOIA;D47;SIBILA;0.00
ARNOIA;E69;SIDDHARTH METHA;0.00
ARNOIA;K77;SIGLO XXI;0.00
ARNOIA;262;SIGLO XXI EDITORES;0.00
ARNOIA;A87;SIGMA;0.00
ARNOIA;C29;SIGUEME;0.00
ARNOIA;J07;SILEX;0.00
ARNOIA;J85;SILVERCD;0.00
ARNOIA;282;SIMANCAS EDICIONES;0.00
ARNOIA;B26;SIMBOL EDITORS;0.00
ARNOIA;Q21;SINAIS DE FOGO;0.00
ARNOIA;Q18;SINCRONIA;0.00
ARNOIA;F34;SINGULAR EDICIONES;0.00
ARNOIA;449;SINSENTIDO;0.00
ARNOIA;C19;SINTESIS;0.00
ARNOIA;G52;SINTRA;0.00
ARNOIA;159;SIRIO EDITORIAL;0.00
ARNOIA;F38;SIRIUS;0.00
ARNOIA;E71;SIRPUS;0.00
ARNOIA;632;SIRUELA;0.00
ARNOIA;B74;SIRUELA;0.00
ARNOIA;619;SITES BOOKS;0.00
ARNOIA;A53;SKIRA;0.00
ARNOIA;L12;SLOPER;0.00
ARNOIA;J43;SMALL STATIONS PRESS;0.00
ARNOIA;239;SMARA EDICIONS;0.00
ARNOIA;M65;SND  -E;0.00
ARNOIA;L28;SNIPER BOOKS;0.00
ARNOIA;788;SOCIAL Y CULTURAL (ESC);0.00
ARNOIA;I31;SOCIEDAD DIDACTICA MUSICAL;0.00
ARNOIA;J33;SOCIETE BIBLIQUE GENEVE;0.00
ARNOIA;B99;SOMBRA;0.00
ARNOIA;L89;SOMBRAS;0.00
ARNOIA;562;SOMOSLIBROS;0.00
ARNOIA;P91;SONY;0.00
ARNOIA;O17;SOPA DE LETRAS;0.00
ARNOIA;669;SOPENA;0.00
ARNOIA;477;SOTELO BLANCO;0.00
ARNOIA;H29;SOTELO BLANCO;0.00
ARNOIA;104;SPHERE;0.00
ARNOIA;L94;ST.MARTIN´S TOR BOOKS GRIFFIN;0.00
ARNOIA;P62;STABILO;0.00
ARNOIA;P05;STAEDTLER;0.00
ARNOIA;14;STANLEY;0.00
ARNOIA;O22;STELLA MARIS;0.00
ARNOIA;C82;STERLING PUBLISHING;0.00
ARNOIA;E63;STONBERG;0.00
ARNOIA;H07;STONEWALL;0.00
ARNOIA;P35;STYB;0.00
ARNOIA;792;STYRIA;0.00
ARNOIA;677;SUDAMERICA;0.00
ARNOIA;Q15;SUFI;0.00
ARNOIA;550;SUHRKAMP;0.00
ARNOIA;604;SUMA DE LETRAS;0.00
ARNOIA;522;SUSAETA EDICIONES S.A;0.00
ARNOIA;557;SWING EDITORIAL;0.00
ARNOIA;361;T&B EDITORES;0.00
ARNOIA;409;T.P.;0.00
ARNOIA;I45;TABARCA;0.00
ARNOIA;G93;TAKATUKA;0.00
ARNOIA;F20;TALASA EDICIONES;0.00
ARNOIA;140;TALISMAN;0.00
ARNOIA;653;TALLER MAR;0.00
ARNOIA;805;TAMBRE  -EDELVIVES;0.00
ARNOIA;J44;TANDEM;0.00
ARNOIA;I05;TANDEM;0.00
ARNOIA;A88;TANDEM;0.00
ARNOIA;I99;TANDEM (VALENCIANO);0.00
ARNOIA;I73;TAO;0.00
ARNOIA;912;TASCHEN;0.00
ARNOIA;325;TAURUS;0.00
ARNOIA;L31;TEADUE;0.00
ARNOIA;F36;TEBAR;0.00
ARNOIA;F93;TEBAR MADRID;0.00
ARNOIA;O78;TECNICAS & GRAMAXE;0.00
ARNOIA;12;TECNOS;0.00
ARNOIA;J66;TELENO;0.00
ARNOIA;K48;TEMAS E DEBATES;0.00
ARNOIA;290;TEMAS HOY;0.00
ARNOIA;722;TEMPESTAD, SL  EDICIONES;0.00
ARNOIA;I82;TEMPORAE;0.00
ARNOIA;188;TEMPORE;0.00
ARNOIA;199;TEMPUS EDITORIAL;0.00
ARNOIA;D98;TENDENCIAS;0.00
ARNOIA;I59;TEOFILO;0.00
ARNOIA;E52;TERAPIAS VERDES;0.00
ARNOIA;355;TERCER NOMBRE EDITORIAL;0.00
ARNOIA;774;TERCIOPELO  -ATRIL;0.00
ARNOIA;P46;TESA TAPE, S.A.;0.00
ARNOIA;F85;TETI;0.00
ARNOIA;C31;TEXT;0.00
ARNOIA;M87;TEXTIVERSO;0.00
ARNOIA;K40;TEXTO EDITORES;0.00
ARNOIA;E10;TGP;0.00
ARNOIA;L86;THAMES & HUDSON;0.00
ARNOIA;O48;THE JAPAN TIMES;0.00
ARNOIA;X14;THINK ENJOY;0.00
ARNOIA;D14;THINKING GIFTS;0.00
ARNOIA;A05;THULE;0.00
ARNOIA;535;TIERRADENADIE EDICIONES;0.00
ARNOIA;27;TIKAL EDICIONES;0.00
ARNOIA;945;TILDE;0.00
ARNOIA;1;TIMUN MAS;0.00
ARNOIA;B59;TIMUN MAS (CATALAN);0.00
ARNOIA;C57;TIRANT LO BLANCH;0.00
ARNOIA;A14;TITANIA;0.00
ARNOIA;I88;TITANO;0.00
ARNOIA;O80;TITO FRESQUITO;0.00
ARNOIA;K06;TIVOLI;0.00
ARNOIA;113;TODO VINO;0.00
ARNOIA;J88;TOMBOOKTU;0.00
ARNOIA;P02;TOMBOW;0.00
ARNOIA;408;TOPKA;0.00
ARNOIA;P01;TORRASPAPEL;0.00
ARNOIA;704;TOXOSOUTOS, S.L.;0.00
ARNOIA;G85;TRABE;0.00
ARNOIA;123;TRAFICANTES DE SUEÑOS;0.00
ARNOIA;M05;TRAMUNTANA;0.00
ARNOIA;Q10;TRAPELLA BOOKS;0.00
ARNOIA;I27;TRASPIES;0.00
ARNOIA;147;TRAVEL BUG;0.00
ARNOIA;F27;TREA EDICIONES;0.00
ARNOIA;J30;TRES FRONTERAS;0.00
ARNOIA;B18;TRES I QUATRE;0.00
ARNOIA;207;TRES TIGRES;0.00
ARNOIA;Q60;TRES TIGRES TRISTES;0.00
ARNOIA;K86;TRIACASTELA;0.00
ARNOIA;723;TRIANGLE POSTALS;0.00
ARNOIA;H20;TRIBALDES;0.00
ARNOIA;O18;TRIBUNA DE HISTORIA;0.00
ARNOIA;C53;TRIFOLIUM;0.00
ARNOIA;C86;TRILLAS;0.00
ARNOIA;Q74;TRINITY COLLEGE LONDON;0.00
ARNOIA;G82;TRIQUETA VERDE;0.00
ARNOIA;J79;TRIS TRAM;0.00
ARNOIA;E01;TROMPA DE ELEFANTE;0.00
ARNOIA;268;TROPISMOS EDITORIAL (A);0.00
ARNOIA;B02;TROPO;0.00
ARNOIA;296;TROTTA EDITORIAL;0.00
ARNOIA;K08;TRUMBO;0.00
ARNOIA;C15;TSUNAMI  -SABAI;0.00
ARNOIA;62;TTARTTALO;0.00
ARNOIA;I24;TUINS;0.00
ARNOIA;H01;TUNDRA;0.00
ARNOIA;411;TURNER;0.00
ARNOIA;B78;TURPIAL;0.00
ARNOIA;O47;TURPIAL;0.00
ARNOIA;631;TUSQUETS;0.00
ARNOIA;B73;TUSQUETS;0.00
ARNOIA;376;TUTOR;0.00
ARNOIA;22;TXALAPARTA;0.00
ARNOIA;Y27;TXALAPARTA;0.00
ARNOIA;D62;TXE AYMAT;0.00
ARNOIA;444;TXERTOA;0.00
ARNOIA;E05;U ZARAGOZA;0.00
ARNOIA;712;UAB;0.00
ARNOIA;J12;UAB;0.00
ARNOIA;713;UBE;0.00
ARNOIA;571;ULLMANN;0.00
ARNOIA;M30;ULTIMA LINEA;0.00
ARNOIA;529;UMBRIEL;0.00
ARNOIA;P77;UMEC;0.00
ARNOIA;D73;UÑA ROTA;0.00
ARNOIA;O04;UNALUNA;0.00
ARNOIA;E29;UNED;0.00
ARNOIA;P20;UNI  -BALL;0.00
ARNOIA;K39;UNICAMP;0.00
ARNOIA;X04;UNICO;0.00
ARNOIA;C35;UNION EDITORIAL;0.00
ARNOIA;K65;UNION MUSICAL ESPAÑOLA;0.00
ARNOIA;P47;UNIPAPEL;0.00
ARNOIA;G07;UNIPEC;0.00
ARNOIA;F22;UNIV.ALCALA HENARES;0.00
ARNOIA;M20;UNIV.AUTONOMA DE BARCELONA;0.00
ARNOIA;F97;UNIV.CASTILLA  -MANCHA;0.00
ARNOIA;E83;UNIV.COMPLUTENSE MADRID;0.00
ARNOIA;E93;UNIV.DE EXTREMADURA;0.00
ARNOIA;E91;UNIV.DE OVIEDO;0.00
ARNOIA;E39;UNIV.EUROPEA MIGUEL CERVANTES;0.00
ARNOIA;E82;UNIV.LA LAGUNA;0.00
ARNOIA;E31;UNIV.PALMAS GRAN CANARIA;0.00
ARNOIA;727;UNIV.POLITECNICA VALEN;0.00
ARNOIA;364;UNIV.PONT.COMILLAS;0.00
ARNOIA;E57;UNIV.SALAMANCA;0.00
ARNOIA;761;UNIV.SANTIAGO COMPOSTELA;0.00
ARNOIA;771;UNIV.VALLADOLID;0.00
ARNOIA;E44;UNIVERSAD ALMERIA;0.00
ARNOIA;Q86;UNIVERSAL MUSIC MGB;0.00
ARNOIA;O50;UNIVERSE PUBLISHING;0.00
ARNOIA;Y07;UNIVERSIA LIBROS;0.00
ARNOIA;600;UNIVERSIDAD ALICANTE;0.00
ARNOIA;D04;UNIVERSIDAD CANTABRIA;0.00
ARNOIA;E86;UNIVERSIDAD DE CADIZ;0.00
ARNOIA;K27;UNIVERSIDAD DE CORDOBA;0.00
ARNOIA;K28;UNIVERSIDAD DE JAEN;0.00
ARNOIA;I16;UNIVERSIDAD DE LA RIOJA;0.00
ARNOIA;J04;UNIVERSIDAD DE MURCIA;0.00
ARNOIA;G17;UNIVERSIDAD DEUSTO;0.00
ARNOIA;732;UNIVERSIDAD GRANADA;0.00
ARNOIA;I36;UNIVERSIDAD JAUME I;0.00
ARNOIA;F45;UNIVERSIDAD JAUME I;0.00
ARNOIA;E34;UNIVERSIDAD MALAGA;0.00
ARNOIA;K12;UNIVERSIDAD POLITECNICA;0.00
ARNOIA;E38;UNIVERSIDAD SERVILLA;0.00
ARNOIA;R07;UNIVERSIDADE CATOLICA EDITORA;0.00
ARNOIA;M83;UNIVERSIDADE COIMBRA;0.00
ARNOIA;O21;UNIVERSIDADE CORUÑA;0.00
ARNOIA;Y42;UNIVERSIDADE DE VIGO;0.00
ARNOIA;Q34;UNIVERSIDADE DE VIGO;0.00
ARNOIA;Y43;UNIVERSIDADE FEDERAL DA BAHIA;0.00
ARNOIA;M80;UNIVERSIDADE LUSAIADA;0.00
ARNOIA;E28;UNIVERSITAS;0.00
ARNOIA;F21;UNIVERSITAT LLEIDA;0.00
ARNOIA;L70;UNIVERSITAT POLIT.CATALUNYA;0.00
ARNOIA;714;UNIVERSITAT VALENCIA;0.00
ARNOIA;Y70;UNIVERSO DOS LIVROS (IBD);0.00
ARNOIA;553;UOC EDITORIAL;0.00
ARNOIA;Y58;UPC;0.00
ARNOIA;250;URANO EDITORIAL;0.00
ARNOIA;621;URCO;0.00
ARNOIA;G21;URIEL;0.00
ARNOIA;Q25;URMO;0.00
ARNOIA;L15;URNAIA;0.00
ARNOIA;C13;USBORN;0.00
ARNOIA;D75;USBORNE;0.00
ARNOIA;630;USBORNE INGLES;0.00
ARNOIA;I30;USHUAIA EDICIONES;0.00
ARNOIA;309;VALDEMAR;0.00
ARNOIA;380;VALENCIANA;0.00
ARNOIA;B15;VALOR EDITIONS;0.00
ARNOIA;L14;VALPARAISO;0.00
ARNOIA;C20;VANIR;0.00
ARNOIA;796;VARIOS;0.00
ARNOIA;860;VARIOS;0.00
ARNOIA;J05;VASO ROTO;0.00
ARNOIA;H85;VAUGHAN;0.00
ARNOIA;R00;VEGA;0.00
ARNOIA;A30;VEINTISIETELETRAS;0.00
ARNOIA;G45;VEN Y TE LO CUENTO;0.00
ARNOIA;464;VERBIGRACIA EDITORIAL S.L.;0.00
ARNOIA;952;VERBO DIVINO;0.00
ARNOIA;857;VERBUM;0.00
ARNOIA;L16;VERDAGUER;0.00
ARNOIA;586;VERGARA;0.00
ARNOIA;388;VERSATIL EDICIONES;0.00
ARNOIA;B98;VERTICALES BOLSILLO;0.00
ARNOIA;E35;VERTICE;0.00
ARNOIA;B76;VESICA PISCIS;0.00
ARNOIA;Y20;VIAJANTE DO TEMPO;0.00
ARNOIA;37;VICENS VIVES;0.00
ARNOIA;K09;VICENT GARCIA;0.00
ARNOIA;352;VIEJO TOPO, EL;0.00
ARNOIA;B31;VIENA;0.00
ARNOIA;G36;VIGUERA;0.00
ARNOIA;L68;VILLACELI;0.00
ARNOIA;163;VINTAGE;0.00
ARNOIA;169;VIRAGO;0.00
ARNOIA;D53;VIRGILI RIFA FRANCESCA;0.00
ARNOIA;I46;VISION NET;0.00
ARNOIA;Y28;VISION NETWARE;0.00
ARNOIA;331;VISOR EDITORIAL;0.00
ARNOIA;B63;VITEL·LA EDICIONS;0.00
ARNOIA;I28;VITRUVIO EDICIONES;0.00
ARNOIA;C92;VIVE BIEN;0.00
ARNOIA;Q45;VIVELIBRO;0.00
ARNOIA;Q56;VIVIR BOOKS;0.00
ARNOIA;Q87;VOLIANA EDICIONS;0.00
ARNOIA;C52;VORAMAR;0.00
ARNOIA;B65;VORAMAR;0.00
ARNOIA;Y90;VOZ DE PAPEL (IBD);0.00
ARNOIA;Y94;WALDINA (IBD);0.00
ARNOIA;Q66;WALRUS;0.00
ARNOIA;M55;WANAFRICA;0.00
ARNOIA;D20;WANCEULEN;0.00
ARNOIA;B42;WHY WORRY, S.L.;0.00
ARNOIA;Q73;WILEY BLACKWELL;0.00
ARNOIA;YA7;WU HONGYING (IBD);0.00
ARNOIA;310;XERAIS;0.00
ARNOIA;Y11;XERAIS;0.00
ARNOIA;D96;XORDICA;0.00
ARNOIA;J47;XPLORA;0.00
ARNOIA;K33;XULIO LOPEZ VALCARCEL;0.00
ARNOIA;753;XUNTA DE GALICIA;0.00
ARNOIA;488;YALDE;0.00
ARNOIA;P76;YEBRA;0.00
ARNOIA;O64;YERMO EDICIONES;0.00
ARNOIA;567;YOYO;0.00
ARNOIA;O02;YULCA;0.00
ARNOIA;L66;ZAERA SILVAR;0.00
ARNOIA;J17;ZAHORIA DE IDEAS;0.00
ARNOIA;Y09;ZAMBON;0.00
ARNOIA;E25;ZAMBON EDICIONES;0.00
ARNOIA;H82;ZANICHELLI;0.00
ARNOIA;462;ZENITH;0.00
ARNOIA;D61;ZEPHYRUM;0.00
ARNOIA;353;ZETA BOLSILLO;0.00
ARNOIA;778;ZOUMA RECORDS;0.00
ARNOIA;O76;ZSOLNAY;0.00
ARNOIA;D21;ZUBIA;0.00
ARNOIA;B88;ZUMAQUE;0.00
ARNOIA;O36;ZUT EDICIONES;0.00
