"IDCLIENTE";"IDDIRECCION";"NOMBRE";"DIRECCION";"POBLACION";"PROVINCIA";"CODIGO POSTAL";"TELEFONOS";"FAX";"E-MAIL";"PERSONA CONTACTO";"ENVIAR COPIA FACTURA";"FACTURACION INDEPENDIENTE";"AGENCIA"
"42301";652;"JUAN MATEO CASTRO";"Carrera Baja, 23-A";"LA RAMBLA";"Córdoba";"14540";"957 682086";"957 682682";;;1;0;
"42401";869;"FERRETERIA NOLI S. L.";"Avda. Juan Carlos I, 32";"FERNAN NUÑEZ";"CÓRDOBA";"14520";"957 380150";"957 380589";;"Juan José Sillero";1;0;
"42501";871;"SUM. IND. SUIMAN S. L.";"Carrera Baja, 23-B";"LA RAMBLA";"Córdoba";"14540";"957 682086";"957 682682";;;1;0;
"42801";1311;"TALLERES LOPEZ GARRIDO S. A.";"Carretera Córdoba, Km. 1";"GUADALCAZAR";"Córdoba";"14130";;;;;1;0;
"43101";653;"RECAMBIOS MORENO SANCHEZ S. L.";"Soldevilla Vázquez, 5";"POSADAS";"Córdoba";"14730";"957 630495";"957 631494";;;1;0;
"43151";1259;"EUROMASTER AUTOMOCION Y SERVICOS S. A. (CO)";"Avda. Gran Via Aulio Cornelio, Km. 2";"PALMA DEL RIO";"Córdoba";"14700";;;;;1;0;
"43201";655;"ELEUTERIO GARCIA JURADO";"Ronda de los Muñoces, 42";"POZOBLANCO";"Córdoba";"14400";"957 771804";"957 771804";;;1;0;
"43202";885;"MARIA DEL MAR DIAZ RODRIGUEZ";"Ronda de los Muñoces, 42";"POZOBLANCO";"Córdoba";"14400";"957 771804";"957771804";;;1;0;
"43203";903;"LEANDRO AMOR MUÑOZ";"Plaza Padres Salesianos, 2";"POZOBLANCO";"Córdoba";"14400";"957 772089";;;;1;0;
"43204";932;"CARMEN NAVARRO CAZORLA";"San Juan Bosco, 7";"POZOBLANCO";;"14400";;;;;1;0;
"43205";1091;"TRENAS ASOCIADOS S. L.";"Regiones Devastadas, 2";"ESPEJO";"Córdoba";"14830";"957 376377";"957 376377";;;1;0;
"43301";656;"RECTIFICADOS DEL AUTOMOVIL S. A.";"Pol. Industrial La Estrella, Nave-6";"VILLA DEL RIO";"Córdoba";"14640";"957 176201";;;;1;0;
"43302";658;"FERREXPOR";"Miguel de Cervántes, 16";"VILLA DEL RIO";"Córdoba";"14640";;;;;1;0;
"43311";1124;"SUMINISTROS CABRERA C. B.";"Matador de toros Antonio José Galán, 35";"BUJALANCE";"Córdoba";"14650";"957 171430";"957 171430";;"Dolores Cabrera";1;0;
"43401";891;"RAFAEL IGNACIO MACÍAS NÚÑEZ";"C/ Miguel Vigara, 30";"PEÑARROYA";"(Córdoba)";"14200";"957 560125";;;;1;0;
"43402";1238;"DESGUACES GUAREÑA S. L.";"Mina Antolin, s/nº";"PEÑARROYA-PUEBLONUEVO";"Córdoba";"14200";;;;;1;0;
"43501";1313;"ANTONIO CABALLERO ARCOS (EHLIS)";"Plaza Lope de Vega, 4";"FUENTE OBEJUNA";"CÓRDOBA";"14290";;;;;1;0;
"43601";975;"REPUESTOS LOS LLANOS S. L.";"Crta. del Puente, Km. 0";"ALMODOVAR DEL RIO";"Córdoba";"14720";;;;;1;0;
"50001";659;"RAMON MARTIN S. A.";"Rafael Beca Mateos,1 Pol.Ctra. Amarilla";"SEVILLA";"Sevilla";"41007";"954 998684 - 998680";"954 998688 - 998686";;"Manolo";1;0;
"50001";838;"RAMON MARTIN S. A.";"Ing. de La Cierva, 12 (Pol. Amargacena)";"CORDOBA";"Córdoba";"14005";"957 298550";"957 298546";"ramonmartinco@infonegocio.com";"Antonio Ortíz";1;0;
"50002";508;"TORNILLERIA Y SERVICIOS S. L.";"Av. Montes Sierra, 5 Pol. Ctra. Amarilla";"SEVILLA";"Sevilla";"41007";"954 670300";"954 670683";"torsesa@infonegocio.com";"Luís Martíl";1;0;
"50002";509;"TORNILLERIA Y SERVICIOS S. L.";"Pol. El Trocadero - C/ Mónaco, 25";"PUERTO REAL";"Cádiz";"11510";"956 472360";"956 473247";;"Jesus Ovando";1;0;
"50002";844;"TORNILLERIA Y SERVICIOS S. L.";"Avda. Apreama, s/nº";"CORDOBA";"Córdoba";"14013";"957 201055";"957 201656";;"Pedro";1;0;
"50002";845;"TORNILLERIA Y SERVICIOS S. L.";"Parque Marismas del Polvorín";"HUELVA";"Huelva";"21007";"959 281288";"959 281044";;"Matías Soto";1;0;
"50002";1022;"TORNILLERIA Y SERVICIOS S. L.";"Polígono Ind. La Menacha, Parcela 3-09";"ALGECIRAS";"Cádiz";"11207";"956 675741";"956 626620";;"Juan Lebron - Mª Carmen  Juncal";1;0;
"50002";1284;"TORSESA AERONAUTICA";"C/ Labrador, nave-2";"SEVILLA";"Sevilla";"41007";"954 673455";;;;1;0;
"50003";661;"EURORECAMBIOS DEL CAMIÓN S. L.";"Autovía Sevilla-Málaga Km. 8,100";"ALCALA DE GUADAIRA";"Sevilla";"41500";"954 350747";"954 367043";"info@autorecambiosdelcamion.es";;1;0;
"50004";990;"CECAUTO SUR S. A.";"(CTMS - Anexo) Ronda de la Negrilla, s/nº";"SEVILLA";"Sevilla";"41006";"954 676 033";"954 4521508";;;1;0;
"50004";1080;"4 X 4 GOMEZ CAR";"C/ Transporte,s/nº (Pol. Crta. Amarilla)";"SEVILLA";"Sevilla";"41007";"658 839322";;;"Antonio";1;0;
"50004";1096;"AUTO RECAMBIOS JUNQUERA";"Avda. de Cádiz, 75";"LOS PALACIOS";"Sevilla";"41720";;;;;1;0;
"50005";666;"DAKOLUB S. L.";"Polígono Alcalá X, Calle-1 Manzana-3  Nave-8";"ALCALA DE GUADAIRA";"Sevilla";"41500";"95 4356690";"95 4358143";"dakolub@dakolub.com";;1;0;
"50006";667;"ARETUSA CAR S. L.";"Pol. In. Pagusa  C/ Podenco, 51";"SEVILLA";"Sevilla";"41007";"954 920186";"954 654952";;;1;0;
"50007";668;"MERCAMAQUINAS S. L.";"Pol. Ind. Majaravique, Calle-1 Nave-7";"LA RINCONADA";"Sevilla";"41309";"954 915678";"954 903100";;;1;0;
"50008";669;"ELECTRO REP. ALBEA S. A.";"Pol. Calonge, C/A, parcela 13";"SEVILLA";"Sevilla";"41007";"954 360711 - 4367110";"954 435489";;;1;0;
"50009";670;"MUÑOZ Y BRAVO SUM. INDUSTRIALES S. L.";"Comercio, 48 (Polígono Crta. Amarilla)";"SEVILLA";"Sevilla";"41007";"954 526999 - 526878";"954 675170";;;1;0;
"50010";907;"RODAMIENTOS Y SERVICIOS S. L.";"Parque Sevilla Industrial C/PARSI-6 nº 1305-6-7";"SEVILLA";"Sevilla";"41016";"95 4520992";"95 4524665";;;1;0;
"50010";908;"RODAMIENTOS Y SERVICIOS S. L.";"Pol. Ind. Juncaril C/ Almuñecar, 163";"ALBOLOTE";"Granada";"18220";"958 467690";"958 467724";;;1;0;
"50010";909;"RODAMIENTOS Y SERVICIOS S. L.";"Juan Bautista Ecudero, P-246  Pol. Las Quemadas";"CORDOBA";"Córdoba";"14014";"957 322009";"957 322023";;;1;0;
"50010";910;"RODAMIENTOS Y SERVICIOS S. L.";"Polígono Los Jarales, s/nº";"LINARES";"Jaén";"23700";"953 693400";"953 652014";;;1;0;
"50011";672;"AUTO CARDAN S. L.";"Avda. de la Industria, 101";"SEVILLA";"Sevilla";"41007";"954 518244";"954 527674";;;1;0;
"50012";674;"ANDEL AUTOMOCION S. A.";"Polígono Laguna Larga  C/ Laguna Larga Siete, nº 6";"ALCALA DE GUADAIRA";"Sevilla";"41500";"954 074108";"954 076985";"sevilla@andelautomocion.com";;1;0;
"50012";1151;"ANDEL AUTOMOCION S. A.";"Leopoldo Lugones, 13 (Pol. Guadalhorce)";"MALAGA";"Málaga";"29004";"951 090615";"951 090616";"malaga@andelautomocion.com";;1;0;
"50012";1230;"REPUESTOS PERA S. L.";"Pol. Ind. N. Sra. De la Estrella K-5, 6 y 7";"CORIA DEL RIO";"Sevilla";"41100";"954 779210";;;;1;0;
"50012";1231;"REPUESTOS MARCASUR";"p. Ind. Los Llanos de Jarata";"MONTILLA";"Córdoba";"14550";"957 650721";;;"Francisco Márquez";1;0;
"50013";675;"GARCIA Y PEINADO S. L.";"Av. Tartessos, 15 (Pol. Los Girasoles)";"VALENCINA DE LA CONCEPCION";"Sevilla";"41907";"954 391908";"954 392161";;"Fran Zuro";1;0;
"50013";837;"GARCIA Y PEINADO S. L.";"Pol. Las Quemadas, Parc. 31 Nave-B";"CORDOBA";"Córdoba";"14014";"957 325204";"957 325658";;;1;0;
"50014";677;"AUTO RECAMBIOS GOYA S. A. L.";"Pol. Calonge, C/ Azogue, 18";"SEVILLA";"Sevilla";"41007";"954 359044";"954 361304";;;1;0;
"50015";678;"JUANA RECHE PIÑA SUM. INDUSTRIALES S. L.";"Torres de Albarracín,  65 (Torreblanca)";"SEVILLA";"Sevilla";"41016";"954 403057";"954 475278";;;1;0;
"50016";679;"COMERCIAL DOMLEZ";"Pol.los Girasoles Santiponce C/ Gladiolo, 15";"VALENCINA DE LA CONCEPCION";"Sevilla";"41907";"954 915108";;;;1;0;
"50016";1035;"COMERCIAL DOMLEZ";"c/ Torneo, 80";"SEVILLA";"Sevilla";"41002";"954 903776";"954 907928";;;1;0;
"50017";680;"FYSASUR S. L.";"Ali-Al Gomari, 5  Edf. Pineda local-1";"SEVILLA";"Sevilla";"41013";"954 354092 - 352837";"954 352876";;;1;0;
"50017";1132;"FYSASUR S. L.";"Pol. Ind. El Trocadero C/ Francia, 33";"PUERTO REAL";"Cádiz";"11510";;;;;1;0;
"50018";681;"GOIPE SEVILLA S. A.";"Parque Ind.Nuevo Calonge Calle-D Nave-31";"SEVILLA";"Sevilla";"41007";"954 355318";"954 354251";"sevilla@goipe.com";;1;0;
"50019";682;"ESP. ELEC. LAUSAN S. A.";"Pol. Su Eminencia C/A, n4";"SEVILLA";"Sevilla";"41006";;;;;1;0;
"50020";683;"TECPRO QUALITY S. L. L.";"C/ Seis - Nave 36 - POL. LOS PALILLOS";"ALCALA DE GUADAIRA";"Sevilla";"41500";;;;;1;0;
"50021";684;"MERCAUTO RCA S. A.";"Pol. Calonge C/ Metalurgia, 7";"SEVILLA";"Sevilla";"41007";"954 357300 - 4354033";"954 354243";;;1;0;
"50021";1266;"MERCAUTO RCA S. A.";"Polígono el Malecón, 86";"SAN JOSE DE LA RINCONADA";"Sevilla";"41300";"954 790287";"954 790976";"sanjose@mercautorca.es";"Juán León";1;0;
"50021";1267;"MERCAUTO ALJARAFE";"Pol. Indust. Servialsa C/ H, 11";"GINES";"Sevilla";"41960";"954 719388";"954 719209";"mercautoaljarafe@gmail.com";"Joaquín Bernárdez";1;0;
"50021";1268;"MERCAUTO";;"DOS HERMANAS";"Sevilla";;;;"remeautomocion@yahoo.es";"Juan Gallego";1;0;
"50021";1269;"MERCAUTO";"HYTASA";"SEVILLA";"Sevilla";;;;"jemeal@gmail.com";"Jerónimo Herrera";1;0;
"50021";1271;"MERCAUTO";;"UTRERA";"Sevilla";;;;"ramonmercauto@terra.es";"Ramón García";1;0;
"50021";1272;"MERCAUTO";;"HUELVA";"Huelva";;;;"fjp@mercautorca.es";"Francisco Pérez";1;0;
"50022";685;"AUTO DISTRIBUCION S. A.";"A.Peña López,5-7-9 Pol. Ctra. Amarilla";"SEVILLA";"Sevilla";"41007";"954 999262";"954 255039";;;1;0;
"50022";902;"MERCAOCASIÓN";"Ctra. Sevilla - Málaga Km.9 (Pol. La Red)";"ALCALA DE GUADAIRA";"Sevilla";"41500";;;;;1;0;
"50022";921;"SURDISAUTO, S. L.";"André Guide, 53  Pol. Ind. Guadalhorce";"MALAGA";"Malaga";"29004";;;;;1;0;
"50023";686;"ITURRI S. A.";"Av. Osborne (Pol. Ctra. Amarilla)";"SEVILLA";"Sevilla";"41007";;;;;1;0;
"50024";687;"SUM. IND. FERR-MAQ S. A.";"Parque Emp. La Red C/ La Red, 13";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 634390";"955 632059";;;1;0;
"50025";862;"LUIS MOLEON S. L.";"Pol. Los Palillos, Autovía A-92 Km. 6";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 634006";"955 630212";"sevilla@luismoleon.com";;1;0;
"50026";875;"M. CASCALES S. L.";"Parque Empresarial Parque Plata";"CAMAS";"Sevilla";"41900";"954 334357";"954 342635";;;1;0;
"50027";688;"AUTO REC. JIMENEZ S. L.";"C/ Evangelista, 63";"SEVILLA";"Sevilla";"41010";;;;;1;0;
"50028";874;"ALIAUTO S. A.";"Pol. Ind. Los Palillos Calle-15  Parcela-H";"ALCALA DE GUADAIRA";"Sevilla";"41500";"95 5634732";"95 5630364";"jorgevazquez@aliauto.com";;1;0;
"50029";689;"M.A. COMPONENTES S. L.";"C/ Principal, 22 (Pol. Indust. El Pino)";"SEVILLA";"Sevilla";"41016";"954 510033";"954 510636";;;1;0;
"50030";690;"AUTO DISCO SUR S. A.";"Av. Kansas City (Pol. Calonge)";"SEVILLA";"Sevilla";"41007";;;;;1;0;
"50030";834;"AUTO DISCO SUR S. A.";"Salvador Espada, Local-4";"MALAGA";"Málaga";"29002";"952 171977";"952 171906";;"Tomás Luna";1;0;
"50030";889;"AUTO DISCO SUR S. A.";"Julio Cesar, 1";"SEVILLA";"Sevilla";"41001";;;;;1;0;
"50030";919;"AUTO DISCO SUR S. A..";"Carrera de Limoneros, 8 - 10";"ALMERIA";"Almería";"04006";"950 253566";;;"Juan José Sánchez";1;0;
"50030";977;"AUTO DISCO SUR S. A.";"Pol. Juncaril C/ Loja - Nave 2 - P 121";"PELIGROS";"Granada";"18210";;;;;1;0;
"50030";978;"AUTO DISCO SUR S. A.";"C/ La Unión s/n (Pol. Cortijo Real)";"ALGECIRAS";"Cádiz";"11206";"956 574536";;;;1;0;
"50030";1024;"AUTO DISCO SUR S. A.";"Crta. Sevilla, Km. 637";"HUELVA";"Huelva";"21007";"959 220916";"959 222534";;;1;0;
"50031";691;"CAR ELECTRIK, S. L.";"Pol. Autopista, Calle-C Nave-5 (Parque Alcosa)";"SEVILLA";"Sevilla";"41020";"954 355678 - 359387";"954529673";"administrador@carelectriksl.e.telefonica.net";;1;0;
"50032";692;"JUAN ANTONIO RODRIGUEZ LOPEZ";"P.E. Cerro Cabeza Hermosa - Princ Asturias nav 8 N";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 620702";"954 250364";;;1;0;
"50033";693;"ELECTROMECANICA TRIANA S. L.";"Dos Hermanas, 50 La Pañoleta";"CAMAS";"Sevilla";"41900";;;;;1;0;
"50034";694;"QUIVIRA S. L.";"Pol. La Negrilla C/ Imprenta,64 Manzana-9 Nave-4";"SEVILLA";"Sevilla";"41016";"954 523422";"954 255106";;;1;0;
"50035";953;"LOPEZ GALLARDO SERV. ALTA PRESIÓN S. L.";"P.E. Cerro Cabeza Hermosa - Princ Asturias nav 8 N";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 620702 - 902 195680";"954 250364";;;1;0;
"50036";697;"APLICACIONES OLEOHIDRÁULICAS S. A.";"Pol.Ind. la Red, Parcela-19 Nave-3";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 634310";"955 630731";;;1;0;
"50037";886;"STOKAUTO SUR (Taller HISPALIS)";"Avda. de García Morato, s/nº";"SEVILLA";"Sevilla";"41011";"659969080";;;;1;0;
"50037";1312;"SALUD GARCÍA CRUZ";"C/ Arriba, 15";"GELVES";"Sevilla";"41120";"659969080";;;;1;0;
"50038";892;"AUTO REC. TRANSFER S. L.";"C/ Torres Albas, 62";"SEVILLA";"Sevilla";"41016";"954 444158";"954 405416";;;1;0;
"50039";700;"AUTO HERRAMIENTAS S. L.";"Ctra. de Carmona, 22";"SEVILLA";"Sevilla";"41008";"954 21912";;;;1;0;
"50040";1071;"MAQUINARIA Y SERVICIOS CARMONA S. L.";"Pinsapo, 21";"ALCALA DE GUADAIRA";"Sevilla";"41500";;;;;1;0;
"50041";701;"DAVA S. A. (SE)";"Crta. de Mairena, Km. 0,5 (Pol. Ind. El Chaparral)";"ALCALA DE GUADAIRA";"Sevilla";"41500";"95 4367430";;;;1;0;
"50042";702;"SUM. IND. Y FERRETERIA S. L.";"Pol.Navisa, C/8, n 48";"SEVILLA";"Sevilla";"41006";"954 663036";"954 663044";;;1;0;
"50043";705;"JUAN LOPEZ SERRANO";"Alonso de Lugo, 11";"SEVILLA";"Sevilla";"41014";"954 691515";"954 691515";;;1;0;
"50044";707;"EMILIO ORTEGA RAMOS";"Mar Menor, 3 -2ºD";"SEVILLA";"Sevilla";"41015";"954 955319";"954 955319";;"Emilio";1;0;
"50045";709;"CENTRAL DE AUTOMOCIÓN S. A.";"Pol. Ind. Store C/ H, 1 Nave 3";"SEVILLA";" Sevilla";"41008";"954 355775";"954 355855";;;1;0;
"50046";710;"FERRETERÍA UNCETA S. A.";"C/ Alava, 9 (Pol. Ctra. Amarilla)";"SEVILLA";"Sevilla";"41007";;"954 513637";;;1;0;
"50047";712;"CASTRO JARANA SEVILLA S. L. U";"Pol. Ind. Calonge  C/ Metalurgia, 49";"SEVILLA";"Sevilla";"41007";"954359891";"954359266";;;1;0;
"50048";1186;"J. L. GANDARA Y CIA. S. A.  B.";"Salmedina, s/nº (Edificio Torrepalmera)";"SEVILLA";"Sevilla";"41012";;;;;1;0;
"50048";1245;"J. L. GANDARA Y CIA. S. A.  B.";"Pol. Ind. Zona Franca";"CADIZ";"Cádiz";"11011";;;;;1;0;
"50049";714;"SANCHEZ PAMPLONA S. L.";"Pol. Ind. Store C/B nave 25";"SEVILLA";"Sevilla";"41002";;;;;1;0;
"50050";715;"DISTRIBUIDORA TORNEO S. A.";"Torneo, 78";"SEVILLA";"Sevilla";"41002";"954 215380";"954 907928";;;1;0;
"50051";717;"GOMAS TRIANA S. L.";"Marcos Hiraldez Acosta, 8";"SEVILLA";"Sevilla";"41010";"954 343702";"954 343708";"gomastriana@hotmail.com";"Eduardo";1;0;
"50052";1191;"CAUCHOS ALJARAFE";"Parroco Pastor Portillo, Blq. 2  L-8";"CASTILLEJA DE LA CUESTA";"Sevilla";"41950";"954 165258 - 164184";"954 164184";;"Enrique";1;0;
"50053";914;"GOMA MOVIL - GOMA PAZ S. L.";"Baltasar de Alcazar, 12  Local-3";"SEVILLA";"Sevilla";"41008";"954 434643";"954 430832";;"Monchi";1;0;
"50054";1078;"CELIA MACHIO ALEXANDRE";"Pol. Ind. La Red Norte, Calle-6  nº 12-14";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 630 886";"955 334494";"vimasur1@hotmail.com";"José Manuel Vidal";1;0;
"50055";1179;"TORNIROD S. L. (EHLIS)";;"SEVILLA";"sevilla";;;;;;1;0;
"50056";1183;"ROBERTO MANFREDI LORENZO";"Baltasar de Alcazar, Bloque-10 Local-2";"SEVILLA";"Sevilla";"41008";;;;;1;0;
"50057";1285;"MANUEL VAZQUEZ OJEDA";"C/ Posadas, 1";"SEVILL";"SEVILLA";"41006";"954 515389";;;;1;0;
"50058";1287;"GENERAL SUM. IND. Y DISTRIB. ANDALUZA S. C.";"Escofina, Blq. 4 nº 5 (Pol. Ind. Store)";"Sevilla";"SEVILLA";"41008";"954436397";"954436397";;;1;0;
"50059";1303;"ANDALUCÍA SIN CARNET S. L.";"Metalurgia, 53 (Pol. Ind. Calonge)";"SEVILLA";"SEVILLA";"41007";"955 124414";;;;1;0;
"50060";1321;"PINO IGLESIAS E HIJO S. L.";"Polígono El Malecón, s/nº";"SAN JOSE DE LA RINCONADA";"Sevilla";"41300";;;;;1;0;
"50061";1332;"MOISES NUÑEZ JIMENEZ";"Regla León, 11 (Barrio León)";"SEVILLA";"Sevilla";"41010";;;;;1;0;
"51101";721;"JUAN MANUEL MEDINA GARCÍA";"Polígono Fontanar, 25";"MORÓN DE LA FRONTERA";"Sevilla";"41530";"955 854421";"955 853049";;;1;0;
"51102";724;"SUM. FERRET. SOLANO S. L.SUM. FERRET. SOLANO S. L.";"Avda,de Pruna, 10";"MORON DE LA FRONTERA";"Sevilla";"41530";;;;;1;0;
"51103";887;"MEGA MAQUINARIA S. L.";"Polígono Fontanar, 25";"MORON DE LA FRONTERA";"Sevilla";"41530";"955 854421";"954 850445";;;1;0;
"51104";1165;"FERRETERIA ARRONES S. L.";"Avda. del Pilar, 1";"MORON DE LA FRONTERA";"Sevilla";"41530";;;;;1;0;
"51201";726;"SUM. IND. Y AGRÍCOLAS GONVER S. C. P.";"Av. de Andalucía, 79";"ESTEPA";"Sevilla";"41560";"955 912857";"955 912857";;;1;0;
"51301";973;"FERRETERIA RIVERO S. L. U.";"Avda. Costaleros, 9";"LA RODA DE ANDALUCIA";"Sevilla";"41590";"954 016431";"954 015038";;;1;0;
"51501";1314;"FERREARAHAL S. L. L. (EHLIS)";"Pol. Ind. Huerto Ordóñez C/ Caleros, 12";"ARAHAL";"Sevilla";"41600";"954840216";;;;1;0;
"52101";728;"TRANSMIAUTO DOS S. L.";"Pol. Ind. CADESA C/.A Parcela 35C";"DOS HERMANAS";"Sevilla";"41700";"954 721083";"954 721083";;;1;0;
"52102";730;"SUMINISTROS BEZABALA S. A.";"Pol.Ind. la Palmera   Av. La Palmera, 14";"DOS HERMANAS";"Sevilla";"41700";"954 690132";"954 690206";;;1;0;"DHL"
"52103";851;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol. Ind. La Isla C/ Rio Viejo, 81 - Parc. 16";"DOS HERMANAS";"Sevilla";"41703";"954 937753";"954 937701";;;1;0;
"52103";1291;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol. Ind. Store  C/ Gramil, 2";"SEVILLA";"Sevilla";"41015";"954 354300";"954 435512";;;1;0;
"52103";1296;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol. Ind. Navisa C/ Los Palos, 42";"SEVILLA";"Sevilla";"41006";;;;;1;0;
"52103";1310;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol. Ind. La Barca, Calle-A nº 8";"CARTAYA";"Huelva";"21450";"959 393702";;;;1;0;
"52103";1330;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol. Ind. Cadesa C/ Cierzo, 8";"DOS HERMANAS";"Sevilla";"41703";"955 679092";"955670096";"doshermanas@jimenezmana.es";;1;0;
"52104";743;"ALMACENES MOLERO E HIJOS S. L.";"Armeros, 27-29";"DOS HERMANAS";"Sevilla";"41700";"955 668216 -668208";"955 666376";;;1;0;
"52105";745;"ALMACENES MORA SUCESORES S. L.";"Plaza Emigrante, 10";"DOS HERMANAS";"Sevilla";"41700";"954 720320";"954 724647";;;1;0;
"52106";1031;"SUM. DE FERRETERIA IDEAL S. L. U.";"Burgos, 41";"DOS HERMANAS";"Sevilla";"41700";"95 4725812";"95 5667111";;;1;0;
"52201";747;"CAMGUT S. L.";"Carretera Utrera-Carmona, 34";"UTRERA";"Sevilla";"41710";"954 860039";"955 860631";;;1;0;
"52202";864;"LAUSAN S. A.";"Avda. de los Palacios, 2";"UTRERA";"Sevilla";"41710";"955 867760";"955 687761";;;1;0;
"52203";1085;"JOSE LUIS RODRIGUEZ SALORIO";"Avda. la Fontanilla, 83";"UTRERA";"Sevilla";"41710";"955 861366";;;;1;0;
"52301";882;"SUMINISTROS HERMANOS BILLETES  S. L.";"José Fernadez Ruiz, 71";"LEBRIJA";"Sevilla";"41740";"955 972918";"955 975555";;;1;0;
"53101";841;"SUM. IND. DEL ALJARAFE S. L.";"Polígono P.I.B.O. A-49 Av. Mairena del Aljarafe, 3";"BOLLULLOS DE LA MITACIÓN";"Sevilla";"41110";"954 717288";"954 714602";;;1;0;
"53101";1046;"SUM. IND. DEL ALJARAFE S. L.";"Pol. Ind. SERVIALSA, C/ B N.19";"GINES";"Sevilla";"41960";"954 717288";"954 714602";;;1;0;
"53102";752;"MAQUIDOSA S. L.";"Polígono Navexpo, 34";"VALENCINA DE LA CONCEPCION";"Sevilla";"41907";"955 998220";"955 998219";;;1;0;
"53103";753;"RECAMBIOS ORTA S. L.";"Pol. NAVEXPO, 28 (Ctra. Camas-Santiponce)";"VALENCINA DE LA CONCEPCIÓN";"Sevilla";"41907";"955 996633";"955 996615";"reorta@recambiosorta.com";;1;0;
"53201";755;"EQUINSE S. A.";"Horizonte, 3";"MAIRENA DEL ALJARAFE";"Sevilla";"41927";"954 183412";"954 184561";;;1;0;
"53202";757;"SEVILLANA DE MAQUINARIA S. A.";"Parq. Ind. P.I.S.A. Nobel 2 nave";"MAIRENA DEL ALJARAFE";"Sevilla";"41927";;;;;1;0;
"53203";759;"FERROSUR";"Pol. PISA C/ Horizonte, 3";"MAIRENA DEL ALJARAFE";"Sevilla";"41927";"954 183111";"954 184561";;;1;0;
"53301";1288;"MISPALIS DE SUMINISTROS S. L. U. (EHLIS)";"Pol. Ind.  Av. Mairena del Aljarafe, 4";"BOLLULLOS DE LA MITACION";"Sevilla";"41110";;;;;1;0;
"53401";761;"REPUESTOS EL TORUÑO S. L.";"Pol. Isla Mayor, Ctra. El Toruño Nave 1";"VILLAFRANCO DEL GUADALQUIVIR";"Sevilla";"41140";"955 773039";"955 773039";;;1;0;
"53501";992;"TECNOALBEA S. A.";"Pol. Ind. Calonge, C/ Acero, nave - 6";"SEVILLA";"Sevilla";"41007";"954 367467";"954354491";;;1;0;
"53501";1153;"TECNOALBEA S. A.";"Urb. Gelves Guadalquivir s/n";"GELVES";"Sevilla";"41120";"955 761333";"955761882";;;1;0;
"53502";1211;"EQUIPOS Y RECAMBIOS CCM S. L.";"Polígono Ind. La Estrella   Calle-E,  Nave 18-D";"CORIA DEL RIO";"Sevilla";"41100";"954 775775";"954 779158";"asanchez@megatest.es";"Andrés Sánchez";1;0;"Peq. MRW / G. CBL"
"54101";763;"AUTO REC. LOS MIRADORES S. C.";"Urb.Los Miradores, 63-A";"ECIJA";"Sevilla";"41400";;;;;1;0;
"54201";764;"FRANCISCO MACIAS NAVARRO";"Virgen de los Reyes, 55";"CARMONA";"Sevilla";"41410";"954 191858";"954 191858";;;1;0;
"54202";1149;"JOSE ENRIQUE ROJAS CARRETÓN";"Urb. Torre Palma, 104 bis";"CARMONA";"Sevilla";"41410";"605 625757 - 651 428912";;;;1;0;
"54203";1222;"AUTO RECAMBIOS CARMO S. L.";"Polígono Ind. El Pilero C/ Calero, 1";"CARMONA";"Sevilla";"41410";;;;;1;0;
"60001";766;"PINTURAS IND. BARBERA S. A.";"Ronda Vigilancia, s/n (Zona Franca)";"CADIZ";"Cádiz";"11011";"956 256956 - 279616";"956 272632";;;1;0;
"60002";768;"HIERROS CERVERA S. A.";"Villa de Rota, Local-D (Pol. Zona Franca)";"CADIZ";"Cádiz";"11011";"956 263502 - 251216";"956 251216";;;1;0;
"60003";769;"BIGUISUR S. L.";"Ronda Vigilancia, s/n";"CADIZ";"Cádiz";"11011";"956 278042";"956 274568";;;1;0;
"60004";772;"GANDARA Y CIA S. A.";"Linea de La Concepción, 11 P. Zona Franc";"CADIZ";"Cádiz";"11011";;;;;1;0;
"60005";774;"PAULINO FREIRE S. A.";"Santo Domingo, 1";"CADIZ";"Cádiz";"11006";"956 274400 - 274404";"956 259516";;;1;0;
"60006";1084;"SUM. IND. RAME S. L.";"Parque Ind Poniente C/Bulgaria-1.6 P. Zona Franca";"CADIZ";"Cadiz";"11011";"956 264659-010943-074747";"956 279657";;;1;0;
"61101";776;"CIAL. RAMON MARTIN S. A.";"Córdoba, 22";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 313732 - 306763";"956 308714";;;1;0;
"61102";778;"AUTO SPORT ANDALUCIA S. L. (JR)";"Av. Europa, 56";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 358515";"956 321619";"auto@auto-sport.es";;1;0;
